instructions_id,enabled,count,num_estimated_profit_before_gas,num_estimated_profit_after_gas,num_tx,num_successful_tx,execute_abi,from_symbol,to_symbol,contract_address,abi_pair
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x57ab1ec2_0xe2f2a5c2,TRUE,,,,,,./abis/balancer_pool.json,sUSD,mUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,sUSDmUSD./abis/balancer_pool.json
0x5048b9d01097498Fd72F3F14bC9Bc74A5aAc8fA7+0x95b68fe7-0x5048b9d01097498Fd72F3F14bC9Bc74A5aAc8fA7+0x95e3c50b:0x00000000_0xeeeeeeee,TRUE,,,,,,./abis/uniswap_v1.json,TUSD,ETH,0x5048b9d01097498Fd72F3F14bC9Bc74A5aAc8fA7,TUSDETH./abis/uniswap_v1.json
0x58045595e4D6a5711f46633fcCC12efE2fAE244e+0x57c03e88-0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51+0xa6417ed6:0x00000000_0x6b175474,TRUE,,,,,,./abis/curve.json,TUSD,DAI,0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51,TUSDDAI./abis/curve.json
0x58045595e4D6a5711f46633fcCC12efE2fAE244e+0xae06d070-0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51+0xa6417ed6:0x00000000_0xa0b86991,TRUE,,,,,,./abis/curve.json,TUSD,USDC,0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51,TUSDUSDC./abis/curve.json
0x58045595e4D6a5711f46633fcCC12efE2fAE244e+0xacd1de1d-0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51+0xa6417ed6:0x00000000_0xdac17f95,TRUE,,,,,,./abis/curve.json,TUSD,USDT,0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51,TUSDUSDT./abis/curve.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x00000000_0x6b175474,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,TUSD,DAI,0x794e6e91555438afc3ccf1c5076a74f42133d08d,TUSDDAI./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x00000000_0x57ab1ec2,TRUE,,,,,,./abis/balancer_pool.json,TUSD,sUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,TUSDsUSD./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x00000000_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,TUSD,DAI,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,TUSDDAI./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x00000000_0x9cb2f26a,TRUE,,,,,,./abis/balancer_pool.json,TUSD,DZAR,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,TUSDDZAR./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x00000000_0xa0b86991,TRUE,,,,,,./abis/balancer_pool.json,TUSD,USDC,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,TUSDUSDC./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0x00000000_0xe2f2a5c2,TRUE,,,,,,./abis/balancer_pool.json,TUSD,mUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,TUSDmUSD./abis/balancer_pool.json
0x6264c8d158f32bd8c01b8a0102b57dfcfcfb8561+0x95b68fe7-0x6264c8d158f32bd8c01b8a0102b57dfcfcfb8561+0x95e3c50b:0x04fa0d23_0xeeeeeeee,TRUE,,,,,,./abis/uniswap_v1.json,UMA,ETH,0x6264c8d158f32bd8c01b8a0102b57dfcfcfb8561,UMAETH./abis/uniswap_v1.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xb1f9ec02480dd9e16053b010dfc6e6c4b72ecad5+0x8201aa3f:0x04fa0d23_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,UMA,WETH,0xb1f9ec02480dd9e16053b010dfc6e6c4b72ecad5,UMAWETH./abis/balancer_pool.json
0x97dec872013f6b5fb443861090ad931542878126+0x95b68fe7-0x97dec872013f6b5fb443861090ad931542878126+0x95e3c50b:0xa0b86991_0xeeeeeeee,TRUE,,,,,,./abis/uniswap_v1.json,USDC,ETH,0x97dec872013f6b5fb443861090ad931542878126,USDCETH./abis/uniswap_v1.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0x54b3a03a-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/curve.json,USDC,DAI,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDCDAI./abis/curve.json
0xc8aeFC51ff75D23eA8A5C67B21DC060ADf364eEb+0x54b3a03a-0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C+0xa6417ed6:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/curve.json,USDC,DAI,0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C,USDCDAI./abis/curve.json
0xDAD6F3342623833100508024B19644dBF4E79c43+0x54b3a03a-0xA2B47E3D5c44877cca798226B7B8118F9BFb7A56+0xa6417ed6:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/curve.json,USDC,DAI,0xA2B47E3D5c44877cca798226B7B8118F9BFb7A56,USDCDAI./abis/curve.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0xd7d40fda-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xa0b86991_0x4fabb145,FALSE,,,,,,./abis/curve.json,USDC,BUSD,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDCBUSD./abis/curve.json
0xc8aeFC51ff75D23eA8A5C67B21DC060ADf364eEb+0xda3c6dbb-0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C+0xa6417ed6:0xa0b86991_0xdac17f95,FALSE,,,,,,./abis/curve.json,USDC,USDT,0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C,USDCUSDT./abis/curve.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0xda3c6dbb-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xa0b86991_0xdac17f95,FALSE,,,,,,./abis/curve.json,USDC,USDT,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDCUSDT./abis/curve.json
0x3377790759732282873957d06202d6525816e362+0x7cf50cd8-0xa5407eae9ba41422680e2e00537571bcc53efbfd+0xa6417ed6:0xa0b86991_0x57ab1ec2,TRUE,,,,,,./abis/curve.json,USDC,sUSD,0xa5407eae9ba41422680e2e00537571bcc53efbfd,USDCsUSD./abis/curve.json
0x58045595e4D6a5711f46633fcCC12efE2fAE244e+0x29d3143d-0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51+0xa6417ed6:0xa0b86991_0x00000000,TRUE,,,,,,./abis/curve.json,USDC,TUSD,0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51,USDCTUSD./abis/curve.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x5470d48cbbb8d7729208717f7bbf8a961cfb7cbb+0x8201aa3f:0xa0b86991_0x57ab1e02,FALSE,,,,,,./abis/balancer_pool.json,USDC,sUSD,0x5470d48cbbb8d7729208717f7bbf8a961cfb7cbb,USDCsUSD./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xec577a919fca1b682f584a50b1048331ef0f30dd+0x8201aa3f:0xa0b86991_0x57ab1ec2,FALSE,,,,,,./abis/balancer_pool.json,USDC,sUSD,0xec577a919fca1b682f584a50b1048331ef0f30dd,USDCsUSD./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xec577a919fca1b682f584a50b1048331ef0f30dd+0x8201aa3f:0xa0b86991_0x5e74c903,FALSE,,,,,,./abis/balancer_pool.json,USDC,sETH,0xec577a919fca1b682f584a50b1048331ef0f30dd,USDCsETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x5470d48cbbb8d7729208717f7bbf8a961cfb7cbb+0x8201aa3f:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/balancer_pool.json,USDC,DAI,0x5470d48cbbb8d7729208717f7bbf8a961cfb7cbb,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x75286e183d923a5f52f52be205e358c5c9101b09+0x8201aa3f:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/balancer_pool.json,USDC,DAI,0x75286e183d923a5f52f52be205e358c5c9101b09,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xec577a919fca1b682f584a50b1048331ef0f30dd+0x8201aa3f:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/balancer_pool.json,USDC,DAI,0xec577a919fca1b682f584a50b1048331ef0f30dd,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x2dbd24322757d2e28de4230b1ca5b88e49a76979+0x8201aa3f:0xa0b86991_0x6b175474,FALSE,,,,,,./abis/balancer_pool.json,USDC,DAI,0x2dbd24322757d2e28de4230b1ca5b88e49a76979,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce+0x8201aa3f:0xa0b86991_0xc011a73e,FALSE,,,,,,./abis/balancer_pool.json,USDC,SNX,0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce,USDCSNX./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xec577a919fca1b682f584a50b1048331ef0f30dd+0x8201aa3f:0xa0b86991_0xc011a73e,FALSE,,,,,,./abis/balancer_pool.json,USDC,SNX,0xec577a919fca1b682f584a50b1048331ef0f30dd,USDCSNX./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x2dbd24322757d2e28de4230b1ca5b88e49a76979+0x8201aa3f:0xa0b86991_0xc02aaa39,FALSE,,,,,,./abis/balancer_pool.json,USDC,WETH,0x2dbd24322757d2e28de4230b1ca5b88e49a76979,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x12d6b6e24fdd9849abd42afd8f5775d36084a828+0x8201aa3f:0xa0b86991_0xc02aaa39,FALSE,,,,,,./abis/balancer_pool.json,USDC,WETH,0x12d6b6e24fdd9849abd42afd8f5775d36084a828,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xec577a919fca1b682f584a50b1048331ef0f30dd+0x8201aa3f:0xa0b86991_0xc02aaa39,FALSE,,,,,,./abis/balancer_pool.json,USDC,WETH,0xec577a919fca1b682f584a50b1048331ef0f30dd,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce+0x8201aa3f:0xa0b86991_0x57ab1ec2,TRUE,,,,,,./abis/balancer_pool.json,USDC,sUSD,0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce,USDCsUSD./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xeba4dd6771c3e8ba3f168e47d052819abcc87cb2+0x8201aa3f:0xa0b86991_0x57ab1ec2,TRUE,,,,,,./abis/balancer_pool.json,USDC,sUSD,0xeba4dd6771c3e8ba3f168e47d052819abcc87cb2,USDCsUSD./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x57755f7dec33320bca83159c26e93751bfd30fbe+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0x57755f7dec33320bca83159c26e93751bfd30fbe,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc88b0e9cbfdffc1ceac078321442d546874eb3ef+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0xc88b0e9cbfdffc1ceac078321442d546874eb3ef,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x9b208194acc0a8ccb2a8dcafeacfbb7dcc093f81+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0x9b208194acc0a8ccb2a8dcafeacfbb7dcc093f81,USDCDAI./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xeba4dd6771c3e8ba3f168e47d052819abcc87cb2+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0xeba4dd6771c3e8ba3f168e47d052819abcc87cb2,USDCDAI./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0x01d7e6a79f6e6dc6f0884743078f76ac1239520a+0x8201aa3f:0xa0b86991_0x8a9c67fe,TRUE,,,,,,./abis/balancer_pool.json,USDC,JRT,0x01d7e6a79f6e6dc6f0884743078f76ac1239520a,USDCJRT./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x9b208194acc0a8ccb2a8dcafeacfbb7dcc093f81+0x8201aa3f:0xa0b86991_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,USDC,WETH,0x9b208194acc0a8ccb2a8dcafeacfbb7dcc093f81,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce+0x8201aa3f:0xa0b86991_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,USDC,WETH,0xc0b2b0c5376cb2e6f73b473a7caa341542f707ce,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0xc88b0e9cbfdffc1ceac078321442d546874eb3ef+0x8201aa3f:0xa0b86991_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,USDC,WETH,0xc88b0e9cbfdffc1ceac078321442d546874eb3ef,USDCWETH./abis/balancer_pool.json
0x330cd40f2354d01b4a40cd1c9ab754375cd38e25+0x7f2b0c09-0x7f0b4d22b8a9abe2ae9ea1077fe1ab77dc7283a3+0x8201aa3f:0xa0b86991_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,USDC,WETH,0x7f0b4d22b8a9abe2ae9ea1077fe1ab77dc7283a3,USDCWETH./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xe969991ce475bcf817e01e1aad4687da7e1d6f83+0x8201aa3f:0xa0b86991_0xc02aaa39,TRUE,,,,,,./abis/balancer_pool.json,USDC,WETH,0xe969991ce475bcf817e01e1aad4687da7e1d6f83,USDCWETH./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0xa0b86991_0x00000000,TRUE,,,,,,./abis/balancer_pool.json,USDC,TUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,USDCTUSD./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0xa0b86991_0x57ab1ec2,TRUE,,,,,,./abis/balancer_pool.json,USDC,sUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,USDCsUSD./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0xa0b86991_0x6b175474,TRUE,,,,,,./abis/balancer_pool.json,USDC,DAI,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,USDCDAI./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0xa0b86991_0x9cb2f26a,TRUE,,,,,,./abis/balancer_pool.json,USDC,DZAR,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,USDCDZAR./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0x72cd8f4504941bf8c5a21d1fd83a96499fd71d2c+0x8201aa3f:0xa0b86991_0xe2f2a5c2,TRUE,,,,,,./abis/balancer_pool.json,USDC,mUSD,0x72cd8f4504941bf8c5a21d1fd83a96499fd71d2c,USDCmUSD./abis/balancer_pool.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6+0x8201aa3f:0xa0b86991_0xe2f2a5c2,TRUE,,,,,,./abis/balancer_pool.json,USDC,mUSD,0xbc68fa58930a2f36d37d16f2f7cfebdd2b7902c6,USDCmUSD./abis/balancer_pool.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x38ed1739:0xa0b86991_0x57ab1ec2,TRUE,,,,,,./abis/uniswap_v2_router.json,USDC,sUSD,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,USDCsUSD./abis/uniswap_v2_router.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x38ed1739:0xa0b86991_0x0bc529c0,TRUE,,,,,,./abis/uniswap_v2_router.json,USDC,YFI,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,USDCYFI./abis/uniswap_v2_router.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0xcd4f8ac3-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xdac17f95_0x6b175474,FALSE,,,,,,./abis/curve.json,USDT,DAI,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDTDAI./abis/curve.json
0xc8aeFC51ff75D23eA8A5C67B21DC060ADf364eEb+0xcd4f8ac3-0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C+0xa6417ed6:0xdac17f95_0x6b175474,FALSE,,,,,,./abis/curve.json,USDT,DAI,0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C,USDTDAI./abis/curve.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0x7108de9b-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xdac17f95_0x4fabb145,FALSE,,,,,,./abis/curve.json,USDT,BUSD,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDTBUSD./abis/curve.json
0xd52D082FB61f1ebE2551C333B4Ef28B3580a482B+0xbb23888c-0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27+0xa6417ed6:0xdac17f95_0xa0b86991,FALSE,,,,,,./abis/curve.json,USDT,USDC,0x79a8C46DeA5aDa233ABaFFD40F3A0A2B1e5A4F27,USDTUSDC./abis/curve.json
0xc8aeFC51ff75D23eA8A5C67B21DC060ADf364eEb+0xbb23888c-0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C+0xa6417ed6:0xdac17f95_0xa0b86991,FALSE,,,,,,./abis/curve.json,USDT,USDC,0x52EA46506B9CC5Ef470C5bf89f17Dc28bB35D85C,USDTUSDC./abis/curve.json
0x3377790759732282873957d06202d6525816e362+0x24e3698d-0xa5407eae9ba41422680e2e00537571bcc53efbfd+0xa6417ed6:0xdac17f95_0x57ab1ec2,TRUE,,,,,,./abis/curve.json,USDT,sUSD,0xa5407eae9ba41422680e2e00537571bcc53efbfd,USDTsUSD./abis/curve.json
0x58045595e4D6a5711f46633fcCC12efE2fAE244e+0x97b5bb2d-0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51+0xa6417ed6:0xdac17f95_0x00000000,TRUE,,,,,,./abis/curve.json,USDT,TUSD,0x45F783CCE6B7FF23B2ab2D70e416cdb7D6055f51,USDTTUSD./abis/curve.json
0x4d2f5cfba55ae412221182d8475bc85799a5644b+0x95b68fe7-0x4d2f5cfba55ae412221182d8475bc85799a5644b+0x95e3c50b:0x2260fac5_0xeeeeeeee,TRUE,,,,,,./abis/uniswap_v1.json,WBTC,ETH,0x4d2f5cfba55ae412221182d8475bc85799a5644b,WBTCETH./abis/uniswap_v1.json
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714+0x5e0d443f-0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714+0x3df02124:0x2260fac5_0xeb4c2781,TRUE,,,,,,./abis/curve.json,WBTC,renBTC,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,WBTCrenBTC./abis/curve.json
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714+0x5e0d443f-0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714+0x3df02124:0x2260fac5_0xfe18be6b,TRUE,,,,,,./abis/curve.json,WBTC,sBTC,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,WBTCsBTC./abis/curve.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x2260fac5_0x6b175474,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,WBTC,DAI,0x794e6e91555438afc3ccf1c5076a74f42133d08d,WBTCDAI./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x2260fac5_0xc02aaa39,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,WBTC,WETH,0x794e6e91555438afc3ccf1c5076a74f42133d08d,WBTCWETH./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
0xd24d398494592dd131faf131032b0db540010df7+0x7f2b0c09-0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef+0x8201aa3f:0x2260fac5_0xba100000,TRUE,,,,,,./abis/balancer_pool.json,WBTC,BAL,0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef,WBTCBAL./abis/balancer_pool.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x38ed1739:0x2260fac5_0x6b175474,TRUE,,,,,,./abis/uniswap_v2_router.json,WBTC,DAI,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,WBTCDAI./abis/uniswap_v2_router.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x38ed1739:0x2260fac5_0xc02aaa39,TRUE,,,,,,./abis/uniswap_v2_router.json,WBTC,WETH,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,WBTCWETH./abis/uniswap_v2_router.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x18cbafe5:0x2260fac5_0xc02aaa39,TRUE,,,,,,./abis/uniswap_v2_router.json,WBTC,WETH,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,WBTCWETH./abis/uniswap_v2_router.json
0x13b76092d9d6a5693f5e662b5ad910961b7be174+0xdf71d7f3-0xf164fc0ec4e93095b804a4795bbe1e041497b92a+0x38ed1739:0x2260fac5_0xeb4c2781,TRUE,,,,,,./abis/uniswap_v2_router.json,WBTC,renBTC,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,WBTCrenBTC./abis/uniswap_v2_router.json
0x804876A3787c0D05a06A0B4082628daC481F1889+0x95437848-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2+0x2e1a7d4d:0xc02aaa39_0xeeeeeeee,TRUE,,,,,,./abis/weth.json,WETH,ETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETHETH./abis/weth.json
0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb+0x95b68fe7-0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb+0x95e3c50b:0xc02aaa39_0xeeeeeeee,TRUE,,,,,,./abis/uniswap_v1.json,WETH,ETH,0xa2881a90bf33f03e7a3f803765cd2ed5c8928dfb,WETHETH./abis/uniswap_v1.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0x6b175474,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,WETH,DAI,0x794e6e91555438afc3ccf1c5076a74f42133d08d,WETHDAI./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0x1985365e,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,WETH,REP,0x794e6e91555438afc3ccf1c5076a74f42133d08d,WETHREP./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0xe41d2489,TRUE,,,,,,./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json,WETH,ZRX,0x794e6e91555438afc3ccf1c5076a74f42133d08d,WETHZRX./abis/0x794e6e91555438afc3ccf1c5076a74f42133d08d.json
