instructions_id,enabled,log_only,count,num_estimated_profit_before_gas,num_estimated_profit_after_gas,num_tx,num_successful_tx,execute_abi,from_symbol,to_symbol,query_contract_address,contract_address,,no
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x41efc025_0xc02aaa39,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,$AAPL,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,1
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x41efc025_0x57ab1ec2,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,$AAPL,sUSD,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,2
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x41efc025_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,$AAPL,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,3
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x94d86317_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,ADEL,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,4
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x94d86317_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,ADEL,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,5
0xe5a6c0421388e4249f10da95c9094bde485a885b+0x1e1401f8-0xe5a6c0421388e4249f10da95c9094bde485a885b+0xd5bcb9b5:0x8ab74040_0xa0b86991,TRUE,FALSE,,,,,,./abis/mooniswap.json,AKRO,USDC,0xe5a6c0421388e4249f10da95c9094bde485a885b,0xe5a6c0421388e4249f10da95c9094bde485a885b,,6
0x8ed36239072eaac6d5f174718c16b07e36a2491d+0x1e1401f8-0x8ed36239072eaac6d5f174718c16b07e36a2491d+0xd5bcb9b5:0x8ab74040_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/mooniswap.json,AKRO,ETH,0x8ed36239072eaac6d5f174718c16b07e36a2491d,0x8ed36239072eaac6d5f174718c16b07e36a2491d,,7
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xff208177_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,AMP,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,8
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x38ed1739:0xff208177_0xc02aaa39,FALSE,FALSE,,,,,,./abis/sushiswap_router.json,AMP,WETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,9
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0xd3466427f7ee5d0d9cd68b36df677e51bda26321+0x8201aa3f:0xff208177_0xa0b86991,TRUE,FALSE,226,226,226,0,0,./abis/balancer_pool.json,AMP,USDC,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0xd3466427f7ee5d0d9cd68b36df677e51bda26321,,10
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0xff208177_0xeeeeeeee,TRUE,FALSE,6,6,0,0,0,./abis/uniswap_v2_router.json,AMP,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,11
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x18cbafe5:0xff208177_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/sushiswap_router.json,AMP,ETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,12
0x8626cb2422fff2742b6ce74730e40c958f7cfccc+0x1e1401f8-0x8626cb2422fff2742b6ce74730e40c958f7cfccc+0xd5bcb9b5:0xd46ba6d9_0x0bc529c0,TRUE,FALSE,36,36,0,0,0,./abis/mooniswap.json,AMPL,YFI,0x8626cb2422fff2742b6ce74730e40c958f7cfccc,0x8626cb2422fff2742b6ce74730e40c958f7cfccc,,13
0x57acfaf4a6d3cf64c37bcd9b66dbc1be36f8d121+0x1e1401f8-0x57acfaf4a6d3cf64c37bcd9b66dbc1be36f8d121+0xd5bcb9b5:0xd46ba6d9_0xdf5e0e81,TRUE,FALSE,12,12,8,0,0,./abis/mooniswap.json,AMPL,yDAI+yUSDC+yUSDT+yTUSD,0x57acfaf4a6d3cf64c37bcd9b66dbc1be36f8d121,0x57acfaf4a6d3cf64c37bcd9b66dbc1be36f8d121,,14
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xd46ba6d9_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,AMPL,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,15
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x38ed1739:0xd46ba6d9_0xc02aaa39,FALSE,FALSE,,,,,,./abis/sushiswap_router.json,AMPL,WETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,16
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xd46ba6d9_0xa0b86991,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,AMPL,USDC,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,17
0x84e632c0a8d02178d382a47679f8cbb37d28bfc1+0x1e1401f8-0x84e632c0a8d02178d382a47679f8cbb37d28bfc1+0xd5bcb9b5:0xd46ba6d9_0x9f8f72aa,TRUE,FALSE,42,42,0,0,0,./abis/mooniswap.json,AMPL,MKR,0x84e632c0a8d02178d382a47679f8cbb37d28bfc1,0x84e632c0a8d02178d382a47679f8cbb37d28bfc1,,18
0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155+0x1e1401f8-0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155+0xd5bcb9b5:0xd46ba6d9_0x51491077,TRUE,FALSE,456,456,113,0,0,./abis/mooniswap.json,AMPL,LINK,0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155,0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155,,19
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0xd46ba6d9_0xeeeeeeee,TRUE,FALSE,507,507,251,0,0,./abis/uniswap_v2_router.json,AMPL,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,20
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x18cbafe5:0xd46ba6d9_0xeeeeeeee,TRUE,FALSE,350,350,250,0,0,./abis/sushiswap_router.json,AMPL,ETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,21
0x16ce81cfc20ce5ae4ab57a012e29ac067deed501+0x1e1401f8-0x16ce81cfc20ce5ae4ab57a012e29ac067deed501+0xd5bcb9b5:0xd46ba6d9_0xeeeeeeee,TRUE,FALSE,237,237,179,0,0,./abis/mooniswap.json,AMPL,ETH,0x16ce81cfc20ce5ae4ab57a012e29ac067deed501,0x16ce81cfc20ce5ae4ab57a012e29ac067deed501,,22
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xd46ba6d9_0x6b175474,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,AMPL,DAI,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,23
0x2bc2fc7285f777406b5a29d52d58796f39184493+0x1e1401f8-0x2bc2fc7285f777406b5a29d52d58796f39184493+0xd5bcb9b5:0xd46ba6d9_0xc00e94cb,TRUE,FALSE,320,320,17,0,0,./abis/mooniswap.json,AMPL,COMP,0x2bc2fc7285f777406b5a29d52d58796f39184493,0x2bc2fc7285f777406b5a29d52d58796f39184493,,24
0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc+0x1e1401f8-0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc+0xd5bcb9b5:0xd46ba6d9_0x56d81108,TRUE,FALSE,40,40,0,0,0,./abis/mooniswap.json,AMPL,BZRX,0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc,0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc,,25
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x2cf9106faf2c5c8713035d40df655fb1b9b0f9b9+0x8201aa3f:0x960b236a_0xc02aaa39,TRUE,FALSE,49,49,49,0,0,./abis/balancer_pool.json,ANT,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x2cf9106faf2c5c8713035d40df655fb1b9b0f9b9,,26
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x960b236a_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,ANT,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,27
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x960b236a_0xeeeeeeee,TRUE,FALSE,347,347,172,0,0,./abis/uniswap_v2_router.json,ANT,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,28
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x175ab41e_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BACON,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,29
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x175ab41e_0x6b359506,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BACON,SUSHI,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,30
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x175ab41e_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,BACON,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,31
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0xe93e8aa4e88359dacf33c491cf5bd56eb6c110c1+0x8201aa3f:0xba100000_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAL,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0xe93e8aa4e88359dacf33c491cf5bd56eb6c110c1,,32
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x2090e54cd3c2dd9d9e9ca3a19dcc311a692d7639+0x8201aa3f:0xba100000_0xc02aaa39,FALSE,FALSE,,,,,,./abis/balancer_pool.json,BAL,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x2090e54cd3c2dd9d9e9ca3a19dcc311a692d7639,,33
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef+0x8201aa3f:0xba100000_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAL,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef,,34
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x59a19d8c652fa0284f44113d0ff9aba70bd46fb4+0x8201aa3f:0xba100000_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAL,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x59a19d8c652fa0284f44113d0ff9aba70bd46fb4,,35
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xba100000_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BAL,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,36
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef+0x8201aa3f:0xba100000_0x2260fac5,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAL,WBTC,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0xf9ab7776c7baeed1d65f0492fe2bb3951a1787ef,,37
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0xba100000_0xeeeeeeee,TRUE,FALSE,195,195,1,0,0,./abis/uniswap_v2_router.json,BAL,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,38
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0xba100000_0x9cb2f26a,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BAL,DZAR,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,39
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x38ed1739:0xba11d00c_0xc02aaa39,FALSE,FALSE,,,,,,./abis/sushiswap_router.json,BAND,WETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,40
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x18cbafe5:0xba11d00c_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/sushiswap_router.json,BAND,ETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,41
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x0d8775f6_0xc02aaa39,FALSE,FALSE,,,,,,./abis/oasis.json,BAT,WETH,0xf30fe24b5610e47c9696ed47fc08442f79ada764,0x794e6e91555438afc3ccf1c5076a74f42133d08d,,42
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x70f1c87b22d7371c68e3ea64870833a2a64cf8b3+0x8201aa3f:0x0d8775f6_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAT,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x70f1c87b22d7371c68e3ea64870833a2a64cf8b3,,43
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x653911da49db4cdb0b7c3e4d929cfb56024cd4e6+0x8201aa3f:0x0d8775f6_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BAT,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x653911da49db4cdb0b7c3e4d929cfb56024cd4e6,,44
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x0d8775f6_0xeeeeeeee,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BAT,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,45
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x0d8775f6_0xc02aaa39,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,BAT,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,46
0x2e642b8d59b45a1d8c5aef716a84ff44ea665914+0x95b68fe7-0x2e642b8d59b45a1d8c5aef716a84ff44ea665914+0x95e3c50b:0x0d8775f6_0xeeeeeeee,FALSE,FALSE,,,,,,./abis/uniswap_v1.json,BAT,ETH,0x2e642b8d59b45a1d8c5aef716a84ff44ea665914,0x2e642b8d59b45a1d8c5aef716a84ff44ea665914,,47
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x0d8775f6_0x6b175474,FALSE,FALSE,,,,,,./abis/oasis.json,BAT,DAI,0xf30fe24b5610e47c9696ed47fc08442f79ada764,0x794e6e91555438afc3ccf1c5076a74f42133d08d,,48
0x0f502b9685519b9e1a70a1b8252da71e15b0e87f+0x1e1401f8-0x0f502b9685519b9e1a70a1b8252da71e15b0e87f+0xd5bcb9b5:0x1f573d6f_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/mooniswap.json,BNT,ETH,0x0f502b9685519b9e1a70a1b8252da71e15b0e87f,0x0f502b9685519b9e1a70a1b8252da71e15b0e87f,,49
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x38ed1739:0x4fabb145_0xc02aaa39,FALSE,FALSE,,,,,,./abis/sushiswap_router.json,BUSD,WETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,50
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x4fabb145_0xdac17f95,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,BUSD,USDT,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,51
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x4fabb145_0xa0b86991,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,BUSD,USDC,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,52
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x18cbafe5:0x4fabb145_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/sushiswap_router.json,BUSD,ETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,53
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0x3d7173d89d50a5797614cb7e0324ad6370851909+0x8201aa3f:0x56d81108_0xc02aaa39,TRUE,FALSE,,,,,,./abis/balancer_pool.json,BZRX,WETH,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0x3d7173d89d50a5797614cb7e0324ad6370851909,,54
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x56d81108_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,BZRX,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,55
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x56d81108_0xeeeeeeee,TRUE,FALSE,40,40,0,0,0,./abis/uniswap_v2_router.json,BZRX,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,56
0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0x1e1401f8-0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0xd5bcb9b5:0x56d81108_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/mooniswap.json,BZRX,ETH,0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d,0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d,,57
0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc+0x1e1401f8-0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc+0xd5bcb9b5:0x56d81108_0xd46ba6d9,TRUE,FALSE,93,93,93,0,0,./abis/mooniswap.json,BZRX,AMPL,0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc,0xcaaf31704f6a19b32f590e21ad7acdbf7d4bb9fc,,58
0x34e89740adf97c3a9d3f63cc2ce4a914382c230b+0x95b68fe7-0x34e89740adf97c3a9d3f63cc2ce4a914382c230b+0x95e3c50b:0x5d3a536e_0xeeeeeeee,FALSE,FALSE,,,,,,./abis/uniswap_v1.json,cDAI,ETH,0x34e89740adf97c3a9d3f63cc2ce4a914382c230b,0x34e89740adf97c3a9d3f63cc2ce4a914382c230b,,59
0x2180b18688cb88e7954d8446ded4a09bf01a09ef+0x174c9bea-0x5d3a536e4d6dbd6114cc1ead35777bab948e3643+0xdb006a75:0x5d3a536e_0x6b175474,FALSE,FALSE,,,,,,./abis/0x5d3a536e4d6dbd6114cc1ead35777bab948e3643.json,cDAI,DAI,0x2180b18688cb88e7954d8446ded4a09bf01a09ef,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,,60
0x44081514951b9cecf2e343bda45651e3eb27ea0c+0x05c9b78d-0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56+0x3df02124:0x5d3a536e_0x39aa39c0,FALSE,FALSE,,,,,,./abis/curve.json,cDAI,cUSDC,0x44081514951b9cecf2e343bda45651e3eb27ea0c,0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,,61
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x38ed1739:0x00000000_0xc02aaa39,FALSE,FALSE,,,,,,./abis/uniswap_v2_router.json,CHI,WETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,62
0x5b1fc2435b1f7c16c206e7968c0e8524ec29b786+0x1e1401f8-0x5b1fc2435b1f7c16c206e7968c0e8524ec29b786+0xd5bcb9b5:0x00000000_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/mooniswap.json,CHI,ETH,0x5b1fc2435b1f7c16c206e7968c0e8524ec29b786,0x5b1fc2435b1f7c16c206e7968c0e8524ec29b786,,63
0x6604d060b341af00c3d84938a51308fbc9ed397c+0xdf71d7f3-0x7a250d5630b4cf539739df2c5dacb4c659f2488d+0x18cbafe5:0x00000000_0xeeeeeeee,TRUE,FALSE,,,,,,./abis/uniswap_v2_router.json,CHI,ETH,0x6604d060b341af00c3d84938a51308fbc9ed397c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,64
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc00e94cb_0xc02aaa39,TRUE,FALSE,,,,,,./abis/oasis.json,COMP,WETH,0xf30fe24b5610e47c9696ed47fc08442f79ada764,0x794e6e91555438afc3ccf1c5076a74f42133d08d,,65
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x38ed1739:0xc00e94cb_0xc02aaa39,FALSE,FALSE,,,,,,./abis/sushiswap_router.json,COMP,WETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,66
0x9ee405428e4e0b6ba08ff3f5b1af4b0f825ff996+0xe202c63e-0x0d04146b2fe5d267629a7eb341fb4388dcdbd22f+0x8dae7333:0xc00e94cb_0xa0b86991,TRUE,FALSE,468,468,223,0,0,./abis/dodo.json,COMP,USDC,0x9ee405428e4e0b6ba08ff3f5b1af4b0f825ff996,0x0d04146b2fe5d267629a7eb341fb4388dcdbd22f,,67
0x121835e15703a1a7bab32626d0927d60f90a81d7+0x7f2b0c09-0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f+0x18cbafe5:0xc00e94cb_0xeeeeeeee,TRUE,FALSE,320,320,17,0,0,./abis/sushiswap_router.json,COMP,ETH,0x121835e15703a1a7bab32626d0927d60f90a81d7,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,,68
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc00e94cb_0x6b175474,TRUE,FALSE,,,,,,./abis/oasis.json,COMP,DAI,0xf30fe24b5610e47c9696ed47fc08442f79ada764,0x794e6e91555438afc3ccf1c5076a74f42133d08d,,69
0x2bc2fc7285f777406b5a29d52d58796f39184493+0x1e1401f8-0x2bc2fc7285f777406b5a29d52d58796f39184493+0xd5bcb9b5:0xc00e94cb_0xd46ba6d9,TRUE,FALSE,,,,,,./abis/mooniswap.json,COMP,AMPL,0x2bc2fc7285f777406b5a29d52d58796f39184493,0x2bc2fc7285f777406b5a29d52d58796f39184493,,70
0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a+0x7f2b0c09-0xa65405e0dd378c65308deae51da9e3bcebb81261+0x8201aa3f:0x892b1432_0xcbae0a83,TRUE,FALSE,,,,,,./abis/cream_pool.json,crCREAM,crYFI,0xdbfb5e6ac6d512d7c35b937fb7b301e9a963314a,0xa65405e0dd378c65308deae51da9e3bcebb81261,,71
