instructions_id,enabled,log_only,count,num_estimated_profit_before_gas,num_estimated_profit_after_gas,num_tx,num_successful_tx,execute_abi,from_symbol,to_symbol,contract_address
0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd+0x1e1401f8-0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd+0xd5bcb9b5:0xdf5e0e81_0x9cb2f26a,false,false,,,,,,./abis/mooniswap.json,yDAI+yUSDC+yUSDT+yTUSD,DZAR,0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd
0x377d0c7ecf3f94968bcbf85de863282cae997b45+0x1e1401f8-0x377d0c7ecf3f94968bcbf85de863282cae997b45+0xd5bcb9b5:0xeeeeeeee_0x51491077,false,false,,,,,,./abis/mooniswap.json,ETH,LINK,0x377d0c7ecf3f94968bcbf85de863282cae997b45
0x3a5e247d1b931347ef6e75a11b28bc5bfb4f608e+0x1e1401f8-0x3a5e247d1b931347ef6e75a11b28bc5bfb4f608e+0xd5bcb9b5:0x9f8f72aa_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,MKR,ETH,0x3a5e247d1b931347ef6e75a11b28bc5bfb4f608e
0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0x1e1401f8-0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0xd5bcb9b5:0xeeeeeeee_0x56d81108,false,false,,,,,,./abis/mooniswap.json,ETH,BZRX,0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d
0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed+0x1e1401f8-0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed+0xd5bcb9b5:0x6b175474_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,DAI,ETH,0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed
0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c+0x1e1401f8-0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c+0xd5bcb9b5:0x6b175474_0xdac17f95,false,false,,,,,,./abis/mooniswap.json,DAI,USDT,0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c
0x8c412a045dd7546f7f44fec5fcaf1f38ca10e66b+0x1e1401f8-0x8c412a045dd7546f7f44fec5fcaf1f38ca10e66b+0xd5bcb9b5:0xdac17f95_0xa0b86991,false,false,,,,,,./abis/mooniswap.json,USDT,USDC,0x8c412a045dd7546f7f44fec5fcaf1f38ca10e66b
0x31631b3dd6c697e574d6b886708cd44f5ccf258f+0x1e1401f8-0x31631b3dd6c697e574d6b886708cd44f5ccf258f+0xd5bcb9b5:0x6b175474_0xa0b86991,false,false,,,,,,./abis/mooniswap.json,DAI,USDC,0x31631b3dd6c697e574d6b886708cd44f5ccf258f
0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c+0x1e1401f8-0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c+0xd5bcb9b5:0xdac17f95_0x6b175474,false,false,,,,,,./abis/mooniswap.json,USDT,DAI,0xb91b439ff78531042f8eaaecaa5ecf3f88b0b67c
0x322a1e2e18fffc8d19948581897b2c49b3455240+0x1e1401f8-0x322a1e2e18fffc8d19948581897b2c49b3455240+0xd5bcb9b5:0x2260fac5_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,WBTC,ETH,0x322a1e2e18fffc8d19948581897b2c49b3455240
0x0e8f25fd45eee90733c46853bcc8b05494e10573+0x1e1401f8-0x0e8f25fd45eee90733c46853bcc8b05494e10573+0xd5bcb9b5:0x6b175474_0xdf5e0e81,false,false,,,,,,./abis/mooniswap.json,DAI,yDAI+yUSDC+yUSDT+yTUSD,0x0e8f25fd45eee90733c46853bcc8b05494e10573
0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28+0x1e1401f8-0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28+0xd5bcb9b5:0xeeeeeeee_0xc011a73e,false,false,,,,,,./abis/mooniswap.json,ETH,SNX,0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28
0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd+0x1e1401f8-0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd+0xd5bcb9b5:0x9cb2f26a_0xdf5e0e81,false,false,,,,,,./abis/mooniswap.json,DZAR,yDAI+yUSDC+yUSDT+yTUSD,0x3a68f7cf52bebb84e1a491b10af8397b7e3fd9bd
0xdf42c6efc7ff03aa1c758ef7f678167f050a884e+0x1e1401f8-0xdf42c6efc7ff03aa1c758ef7f678167f050a884e+0xd5bcb9b5:0x0d438f3b_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,wNXM,ETH,0xdf42c6efc7ff03aa1c758ef7f678167f050a884e
0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed+0x1e1401f8-0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed+0xd5bcb9b5:0xeeeeeeee_0x6b175474,false,false,,,,,,./abis/mooniswap.json,ETH,DAI,0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed
0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0x1e1401f8-0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d+0xd5bcb9b5:0x56d81108_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,BZRX,ETH,0xe435cb6aca58dc49bda79753eed8c0fa6ed96e5d
0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28+0x1e1401f8-0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28+0xd5bcb9b5:0xc011a73e_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,SNX,ETH,0xf95b6d2fb99f742e4bf0ec2cfe8f20c18cdd7c28
0x03dfd032c9f7bff5517c9307da100e738dfad75b+0x1e1401f8-0x03dfd032c9f7bff5517c9307da100e738dfad75b+0xd5bcb9b5:0xeeeeeeee_0xd533a949,false,false,,,,,,./abis/mooniswap.json,ETH,CRV,0x03dfd032c9f7bff5517c9307da100e738dfad75b
0x6094bed8dd8ab2e58eed0933b34c60928080d4dc+0x1e1401f8-0x6094bed8dd8ab2e58eed0933b34c60928080d4dc+0xd5bcb9b5:0x5e74c903_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,sETH,ETH,0x6094bed8dd8ab2e58eed0933b34c60928080d4dc
0x33440a6139a550cd68ba21cdafa3241f10041d26+0x1e1401f8-0x33440a6139a550cd68ba21cdafa3241f10041d26+0xd5bcb9b5:0xeeeeeeee_0x476c5e26,false,false,,,,,,./abis/mooniswap.json,ETH,SRM,0x33440a6139a550cd68ba21cdafa3241f10041d26
0xdf42c6efc7ff03aa1c758ef7f678167f050a884e+0x1e1401f8-0xdf42c6efc7ff03aa1c758ef7f678167f050a884e+0xd5bcb9b5:0xeeeeeeee_0x0d438f3b,false,false,,,,,,./abis/mooniswap.json,ETH,wNXM,0xdf42c6efc7ff03aa1c758ef7f678167f050a884e
0x61bb2fda13600c497272a8dd029313afdb125fd3+0x1e1401f8-0x61bb2fda13600c497272a8dd029313afdb125fd3+0xd5bcb9b5:0xeeeeeeee_0xa0b86991,false,false,,,,,,./abis/mooniswap.json,ETH,USDC,0x61bb2fda13600c497272a8dd029313afdb125fd3
0x43385366ed8775dd541f96df9950770e95ed060b+0x1e1401f8-0x43385366ed8775dd541f96df9950770e95ed060b+0xd5bcb9b5:0x408e4187_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,REN,ETH,0x43385366ed8775dd541f96df9950770e95ed060b
0x3863fc8c1cc59f160280f5d3e4c1a4c63f945ce3+0x1e1401f8-0x3863fc8c1cc59f160280f5d3e4c1a4c63f945ce3+0xd5bcb9b5:0xeeeeeeee_0x80fb784b,false,false,,,,,,./abis/mooniswap.json,ETH,LEND,0x3863fc8c1cc59f160280f5d3e4c1a4c63f945ce3
0x43385366ed8775dd541f96df9950770e95ed060b+0x1e1401f8-0x43385366ed8775dd541f96df9950770e95ed060b+0xd5bcb9b5:0xeeeeeeee_0x408e4187,false,false,,,,,,./abis/mooniswap.json,ETH,REN,0x43385366ed8775dd541f96df9950770e95ed060b
0x377d0c7ecf3f94968bcbf85de863282cae997b45+0x1e1401f8-0x377d0c7ecf3f94968bcbf85de863282cae997b45+0xd5bcb9b5:0x51491077_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,LINK,ETH,0x377d0c7ecf3f94968bcbf85de863282cae997b45
0xb5ffd0a221fc94de9255382e70ce1aec76b68c89+0x1e1401f8-0xb5ffd0a221fc94de9255382e70ce1aec76b68c89+0xd5bcb9b5:0x0ae05509_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,STAKE,ETH,0xb5ffd0a221fc94de9255382e70ce1aec76b68c89
0x4c84763c29ee86846f7b4e9cb8ea7884bbd405d5+0x1e1401f8-0x4c84763c29ee86846f7b4e9cb8ea7884bbd405d5+0xd5bcb9b5:0xeeeeeeee_0xeb4c2781,false,false,,,,,,./abis/mooniswap.json,ETH,renBTC,0x4c84763c29ee86846f7b4e9cb8ea7884bbd405d5
0xfd23a010312c48357ef72ba64affa01278ffc898+0x1e1401f8-0xfd23a010312c48357ef72ba64affa01278ffc898+0xd5bcb9b5:0xa0b86991_0x00000000,false,false,,,,,,./abis/mooniswap.json,USDC,TUSD,0xfd23a010312c48357ef72ba64affa01278ffc898
0x16ce81cfc20ce5ae4ab57a012e29ac067deed501+0x1e1401f8-0x16ce81cfc20ce5ae4ab57a012e29ac067deed501+0xd5bcb9b5:0xd46ba6d9_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,AMPL,ETH,0x16ce81cfc20ce5ae4ab57a012e29ac067deed501
0x6094bed8dd8ab2e58eed0933b34c60928080d4dc+0x1e1401f8-0x6094bed8dd8ab2e58eed0933b34c60928080d4dc+0xd5bcb9b5:0xeeeeeeee_0x5e74c903,false,false,,,,,,./abis/mooniswap.json,ETH,sETH,0x6094bed8dd8ab2e58eed0933b34c60928080d4dc
0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155+0x1e1401f8-0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155+0xd5bcb9b5:0xd46ba6d9_0x51491077,false,false,,,,,,./abis/mooniswap.json,AMPL,LINK,0xd0a38cb0a67fa4ea83cac1f441e5aedfa9ba1155
0x31631b3dd6c697e574d6b886708cd44f5ccf258f+0x1e1401f8-0x31631b3dd6c697e574d6b886708cd44f5ccf258f+0xd5bcb9b5:0xa0b86991_0x6b175474,false,false,,,,,,./abis/mooniswap.json,USDC,DAI,0x31631b3dd6c697e574d6b886708cd44f5ccf258f
0xbeabef3fc02667d8bd3f702ae0bb2c4edb3640cc+0x1e1401f8-0xbeabef3fc02667d8bd3f702ae0bb2c4edb3640cc+0xd5bcb9b5:0xdac17f95_0xeeeeeeee,false,false,,,,,,./abis/mooniswap.json,USDT,ETH,0xbeabef3fc02667d8bd3f702ae0bb2c4edb3640cc
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xe41d2489_0xc02aaa39,false,false,,,,,,./abis/oasis.json,ZRX,WETH,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x6b175474_0x2260fac5,false,false,,,,,,./abis/oasis.json,DAI,WBTC,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0xdd974d5c,false,false,,,,,,./abis/oasis.json,WETH,KNC,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0xe41d2489,false,false,,,,,,./abis/oasis.json,WETH,ZRX,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xe41d2489_0x6b175474,false,false,,,,,,./abis/oasis.json,ZRX,DAI,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc00e94cb_0x6b175474,false,false,,,,,,./abis/oasis.json,COMP,DAI,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x51491077_0xc02aaa39,false,false,,,,,,./abis/oasis.json,LINK,WETH,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0x2260fac5_0xc02aaa39,false,false,,,,,,./abis/oasis.json,WBTC,WETH,0xf30fe24b5610e47c9696ed47fc08442f79ada764
0xf30fe24b5610e47c9696ed47fc08442f79ada764+0x144a2752-0x794e6e91555438afc3ccf1c5076a74f42133d08d+0x0621b4f6:0xc02aaa39_0x6b175474,false,false,,,,,,./abis/oasis.json,WETH,DAI,0xf30fe24b5610e47c9696ed47fc08442f79ada764
