blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
11059152,1602748778,22,124,1.28746032714844E-05,False
11059153,1602748797,3,124,0.236892461776733,True
11059154,1602748805,28795,125,0.103995800018311,False
11061335,1602777571,29,125,9.29832458496094E-06,False
11061336,1602777589,11,125,0.155946731567383,True
11061337,1602777596,4,125,0.277514219284058,True
11061338,1602777607,28793,126,0.053742647171021,False
11063552,1602806364,36,126,1.47819519042969E-05,False
11063553,1602806386,14,126,0.200506448745728,True
11063554,1602806400,0,126,0.301986217498779,True
11063555,1602806401,28799,127,0.054922342300415,False
11065710,1602835150,50,127,1.52587890625E-05,False
11065711,1602835160,40,127,1.81198120117187E-05,False
11065712,1602835164,36,127,1.69277191162109E-05,False
11065713,1602835216,28784,128,0.050819396972656,False
11067883,1602863947,53,128,2.24113464355469E-05,False
11067884,1602863983,17,128,1.35898590087891E-05,False
11067885,1602863995,5,128,0.209314346313477,True
11067886,1602864008,28792,129,0.273589611053467,False
11070047,1602892775,25,129,6.19888305664063E-06,False
11070048,1602892780,20,129,3.07559967041016E-05,False
11070049,1602892785,15,129,1.28746032714844E-05,False
11070050,1602892813,28787,130,0.055835485458374,False
11072237,1602921583,17,130,1.45435333251953E-05,False
11072238,1602921590,10,130,0.897932529449463,True
11072239,1602921591,9,130,1.37077927589417,True
11072240,1602921604,28796,131,0.221626043319702,False
11074411,1602950666,-266,131,1.17075252532959,True
11074412,1602950676,-276,131,1.12294936180115,True
11074413,1602950677,-277,131,1.12525320053101,True
11074414,1602950694,28506,132,0.230610370635986,False
11076574,1602979137,63,132,1.43051147460938E-05,False
11076575,1602979169,31,132,1.31130218505859E-05,False
11076576,1602979178,22,132,1.66893005371094E-05,False
11076577,1602979207,28793,133,0.054886102676392,False
11078699,1603007957,43,133,1.35898590087891E-05,False
11078700,1603007962,38,133,3.814697265625E-06,False
11078701,1603007986,14,133,0.237718820571899,True
11078702,1603008000,28800,134,0.056086778640747,False
11080840,1603036762,38,134,1.31130218505859E-05,False
11080841,1603036767,33,134,1.38282775878906E-05,False
11080842,1603036796,4,134,0.189322710037231,True
11080843,1603036804,28796,135,0.055460214614868,False
11083024,1603065580,20,135,1.33514404296875E-05,False
11083025,1603065586,14,135,0.246477603912354,True
11083026,1603065598,2,135,0.300225973129272,True
11083027,1603065620,28780,136,0.046546697616577,False
11085237,1603094380,20,136,1.35898590087891E-05,False
11085238,1603094382,18,136,1.28746032714844E-05,False
11085239,1603094399,1,136,0.235932350158691,True
11085240,1603094414,28786,137,0.055132389068604,False
11087420,1603123155,45,137,1.35898590087891E-05,False
11087421,1603123170,30,137,1.38282775878906E-05,False
11087422,1603123199,1,137,0.21251916885376,True
11087423,1603123200,28800,138,0.0530264377594,False
11089618,1603151991,9,138,0.24177622795105,True
11089619,1603151995,5,138,0.288569211959839,True
11089620,1603151998,2,138,0.270055294036865,True
11089621,1603152005,28795,139,0.055038928985596,False
11091775,1603180783,17,139,1.35898590087891E-05,False
11091776,1603180793,7,139,0.248867034912109,True
11091777,1603180810,-10,139,0.24841570854187,True
11091778,1603180818,28782,140,0.054393291473389,False
11093974,1603209548,52,140,1.31130218505859E-05,False
11093975,1603209555,45,140,1.23977661132813E-05,False
11093976,1603209558,42,140,1.31130218505859E-05,False
11093977,1603209602,28798,141,0.054414987564087,False
11096123,1603238372,28,141,1.38282775878906E-05,False
11096124,1603238378,22,141,1.28746032714844E-05,False
11096125,1603238392,8,141,0.229716300964355,True
11096126,1603238433,28767,142,0.046828746795654,False
11098294,1603267182,18,142,1.33514404296875E-05,False
11098295,1603267190,10,142,0.227106332778931,True
11098296,1603267198,2,142,0.298918485641479,True
11098297,1603267207,28793,143,0.058863401412964,False
11100475,1603295964,36,143,9.29832458496094E-06,False
11100476,1603295971,29,143,4.76837158203125E-06,False
11100477,1603295976,24,143,1.43051147460938E-05,False
11100478,1603296003,28797,144,0.054849863052368,False
11102636,1603324770,30,144,8.10623168945313E-06,False
11102637,1603324795,5,144,0.240140438079834,True
11102638,1603324798,2,144,0.280305147171021,True
11102639,1603324807,28793,145,0.055086135864258,False
11104789,1603353523,77,145,1.33514404296875E-05,False
11104790,1603353524,76,145,1.33514404296875E-05,False
11104791,1603353562,38,145,1.38282775878906E-05,False
11104792,1603353606,28794,146,0.056340456008911,False
11106945,1603382356,44,146,1.33514404296875E-05,False
11106946,1603382392,8,146,0.236768960952759,True
11106947,1603382395,5,146,0.528781414031982,True
11106948,1603382416,28784,147,0.187262535095215,False
11109174,1603411154,46,147,1.35898590087891E-05,False
11109175,1603411168,32,147,1.16825103759766E-05,False
11109176,1603411196,4,147,0.215589761734009,True
11109177,1603411200,28800,148,0.055419683456421,False
11111323,1603439973,27,148,1.71661376953125E-05,False
11111324,1603439982,18,148,1.66893005371094E-05,False
11111325,1603439995,5,148,0.241040706634521,True
11111326,1603440006,28794,149,0.054645299911499,False
11113500,1603468760,40,149,8.10623168945313E-06,False
11113501,1603468775,25,149,4.52995300292969E-06,False
11113502,1603468788,12,149,0.238274097442627,True
11113503,1603468816,28784,150,0.052094221115112,False
11115648,1603497544,56,150,5.48362731933594E-06,False
11115649,1603497558,42,150,4.29153442382813E-06,False
11115650,1603497599,1,150,0.161247730255127,True
11115651,1603497620,28780,151,0.045925617218018,False
11117845,1603526393,7,151,0.171444654464722,True
11117846,1603526397,3,151,0.267188787460327,True
11117847,1603526399,1,151,0.276849508285522,True
11117848,1603526414,28786,152,0.048517227172852,False
11120018,1603555058,142,152,4.76837158203125E-06,False
11120019,1603555107,93,152,1.45435333251953E-05,False
11120020,1603555154,46,152,1.40666961669922E-05,False
11120021,1603555206,28794,153,0.04521369934082,False
11122230,1603583969,31,153,4.76837158203125E-06,False
11122231,1603583992,8,153,0.247375726699829,True
11122232,1603583999,1,153,0.278916358947754,True
11122233,1603584015,28785,154,0.05247163772583,False
11124394,1603612758,42,154,1.07288360595703E-05,False
11124395,1603612790,10,154,0.219738960266113,True
11124396,1603612795,5,154,0.297533988952637,True
11124397,1603612801,28799,155,0.05492115020752,False
11126513,1603641563,37,155,4.52995300292969E-06,False
11126514,1603641575,25,155,1.35898590087891E-05,False
11126515,1603641588,12,155,0.479239940643311,True
11126516,1603641613,28787,156,0.055152654647827,False
11128710,1603670384,16,156,1.47819519042969E-05,False
11128711,1603670394,6,156,0.189932584762573,True
11128712,1603670430,-30,156,0.319222927093506,True
11128713,1603670433,28767,157,0.056568622589111,False
11130830,1603699186,14,157,0.190519571304321,True
11130831,1603699193,7,157,0.233774900436401,True
11130832,1603699198,2,157,0.304574012756348,True
11130833,1603699224,28776,158,0.055204391479492,False
11132978,1603727990,10,158,0.226615905761719,True
11132979,1603727994,6,158,0.291469812393188,True
11132980,1603727997,3,158,0.295395135879517,True
11132981,1603728002,28798,159,0.055136680603027,False
11135175,1603756698,102,159,1.26361846923828E-05,False
11135176,1603756740,60,159,1.38282775878906E-05,False
11135177,1603756774,26,159,3.57627868652344E-06,False
11135178,1603756805,28795,160,0.054793834686279,False
11137376,1603785561,39,160,1.33514404296875E-05,False
11137377,1603785570,30,160,1.35898590087891E-05,False
11137378,1603785576,24,160,1.38282775878906E-05,False
11137379,1603785611,28789,161,0.055319547653198,False
11139581,1603814352,48,161,1.35898590087891E-05,False
11139582,1603814356,44,161,1.50203704833984E-05,False
11139583,1603814391,9,161,0.236246347427368,True
11139584,1603814410,28790,162,0.046821117401123,False
11141720,1603843177,23,162,4.29153442382813E-06,False
11141721,1603843191,9,162,0.242743253707886,True
11141722,1603843199,1,162,0.259617567062378,True
11141723,1603843208,28792,163,0.055398464202881,False
11143912,1603871970,30,163,1.35898590087891E-05,False
11143913,1603871979,21,163,1.28746032714844E-05,False
11143914,1603871982,18,163,8.58306884765625E-06,False
11143915,1603872004,28796,164,0.046858072280884,False
11146098,1603900747,53,164,1.40666961669922E-05,False
11146099,1603900748,52,164,1.43051147460938E-05,False
11146100,1603900783,17,164,1.19209289550781E-05,False
11146101,1603900802,28798,165,0.055577993392944,False
11148271,1603929575,25,165,1.07288360595703E-05,False
11148272,1603929585,15,165,1.35898590087891E-05,False
11148273,1603929593,7,165,0.201596021652222,True
11148274,1603929641,28759,166,0.054772615432739,False
11150445,1603958372,28,166,5.24520874023438E-06,False
11150446,1603958398,2,166,0.221298217773437,True
11150447,1603958400,0,166,0.300427198410034,True
11150448,1603958404,28796,167,0.056172132492066,False
11152613,1603987144,56,167,1.23977661132813E-05,False
11152614,1603987161,39,167,1.52587890625E-05,False
11152615,1603987196,4,167,0.205547094345093,True
11152616,1603987204,28796,168,0.058623313903809,False
11154797,1604015955,45,168,1.33514404296875E-05,False
11154798,1604015978,22,168,1.35898590087891E-05,False
11154799,1604015990,10,168,0.228784799575806,True
11154800,1604016007,28793,169,0.05726432800293,False
11156969,1604044793,7,169,0.223568201065063,True
11156970,1604044794,6,169,0.303276062011719,True
11156971,1604044802,-2,169,0.315435409545898,True
11156972,1604044821,28779,170,0.052591562271118,False
11159089,1604073578,22,170,1.31130218505859E-05,False
11159090,1604073583,17,170,1.35898590087891E-05,False
11159091,1604073593,7,170,0.231945037841797,True
11159092,1604073606,28794,171,0.056637763977051,False
11161288,1604102344,56,171,4.00543212890625E-05,False
11161289,1604102363,37,171,1.54972076416016E-05,False
11161290,1604102389,11,171,0.301258087158203,True
11161291,1604102403,28797,172,0.057137250900269,False
11163421,1604131128,72,172,1.33514404296875E-05,False
11163422,1604131136,64,172,1.33514404296875E-05,False
11163423,1604131173,27,172,1.35898590087891E-05,False
11163424,1604131242,28758,173,0.056368589401245,False
11165637,1604159894,106,173,1.45435333251953E-05,False
11165638,1604159941,59,173,3.57627868652344E-06,False
11165639,1604159961,39,173,1.26361846923828E-05,False
11165640,1604160005,28795,174,0.067873477935791,False
11167814,1604188767,33,174,1.28746032714844E-05,False
11167815,1604188772,28,174,1.35898590087891E-05,False
11167816,1604188780,20,174,1.71661376953125E-05,False
11167817,1604188803,28797,175,0.058852434158325,False
11169928,1604217580,20,175,1.35898590087891E-05,False
11169929,1604217588,12,175,0.259193420410156,True
11169930,1604217591,9,175,0.319620609283447,True
11169931,1604217602,28798,176,0.047530889511108,False
11172137,1604246367,33,176,1.33514404296875E-05,False
11172138,1604246378,22,176,1.35898590087891E-05,False
11172139,1604246400,0,176,0.244478940963745,True
11172140,1604246401,28799,177,0.047601222991943,False
11174325,1604275127,73,177,1.28746032714844E-05,False
11174326,1604275152,48,177,1.31130218505859E-05,False
11174327,1604275170,30,177,1.33514404296875E-05,False
11174328,1604275208,28792,178,0.054875373840332,False
11176429,1604303962,38,178,1.88350677490234E-05,False
11176430,1604303964,36,178,1.40666961669922E-05,False
11176431,1604303982,18,178,1.33514404296875E-05,False
11176432,1604304021,28779,179,0.054417371749878,False
11178610,1604332763,37,179,1.28746032714844E-05,False
11178611,1604332768,32,179,1.40666961669922E-05,False
11178612,1604332801,-1,179,0.262154340744019,True
11178613,1604332807,28793,180,0.056395530700684,False
11180799,1604361590,10,180,0.235723733901978,True
11180800,1604361591,9,180,0.272490978240967,True
11180801,1604361598,2,180,0.279505729675293,True
11180802,1604361612,28788,181,0.05745005607605,False
11182983,1604390358,42,181,1.35898590087891E-05,False
11182984,1604390384,16,181,1.47819519042969E-05,False
11182985,1604390387,13,181,0.191330432891846,True
11182986,1604390406,28794,182,0.056382656097412,False
11185125,1604419170,30,182,1.74045562744141E-05,False
11185126,1604419187,13,182,0.228641033172607,True
11185127,1604419191,9,182,0.269352912902832,True
11185128,1604419200,28800,183,0.061107158660889,False
11187317,1604447942,58,183,1.45435333251953E-05,False
11187318,1604447979,21,183,1.31130218505859E-05,False
11187319,1604447989,11,183,0.24175763130188,True
11187320,1604448000,28800,184,0.0545654296875,False
11189462,1604476791,9,184,0.225805997848511,True
11189463,1604476796,4,184,0.294965744018555,True
11189464,1604476799,1,184,0.304734230041504,True
11189465,1604476829,28771,185,0.054860353469849,False
11191615,1604505560,40,185,1.33514404296875E-05,False
11191616,1604505588,12,185,0.189880609512329,True
11191617,1604505599,1,185,0.264125108718872,True
11191618,1604505603,28797,186,0.053969383239746,False
11193844,1604534378,22,186,1.26361846923828E-05,False
11193845,1604534388,12,186,0.244075059890747,True
11193846,1604534394,6,186,0.292844295501709,True
11193847,1604534417,28783,187,0.055043935775757,False
11195958,1604563104,96,187,1.28746032714844E-05,False
11195959,1604563153,47,187,1.45435333251953E-05,False
11195960,1604563158,42,187,1.33514404296875E-05,False
11195961,1604563225,28775,188,0.055349349975586,False
11198163,1604591989,11,188,0.230923414230347,True
11198164,1604591992,8,188,0.266469240188599,True
11198165,1604591993,7,188,0.304696798324585,True
11198166,1604592003,28797,189,0.055737257003784,False
11200358,1604620745,55,189,8.10623168945313E-06,False
11200359,1604620768,32,189,1.26361846923828E-05,False
11200360,1604620772,28,189,1.33514404296875E-05,False
11200361,1604620816,28784,190,0.053967475891113,False
11202568,1604649574,26,190,1.33514404296875E-05,False
11202569,1604649589,11,190,0.244301080703735,True
11202570,1604649596,4,190,0.261831283569336,True
11202571,1604649604,28796,191,0.046705722808838,False
11204739,1604678323,77,191,1.28746032714844E-05,False
11204740,1604678335,65,191,1.43051147460938E-05,False
11204741,1604678396,4,191,0.235772609710693,True
11204742,1604678405,28795,192,0.05478048324585,False
11206897,1604707186,14,192,0.248828887939453,True
11206898,1604707187,13,192,0.290672063827515,True
11206899,1604707190,10,192,0.300955772399902,True
11206900,1604707203,28797,193,0.055355548858643,False
11209092,1604735982,18,193,1.38282775878906E-05,False
11209093,1604735987,13,193,0.194235801696777,True
11209094,1604736034,-34,193,0.442569255828857,True
11209095,1604736039,28761,194,0.145530223846436,False
11211233,1604764735,65,194,1.33514404296875E-05,False
11211234,1604764762,38,194,5.24520874023438E-06,False
11211235,1604764798,2,194,0.280842781066895,True
11211236,1604764825,28775,195,0.055182695388794,False
11213398,1604793575,25,195,1.38282775878906E-05,False
11213399,1604793598,2,195,0.239814758300781,True
11213400,1604793611,-11,195,0.304108381271362,True
11213401,1604793612,28788,196,0.048815965652466,False
11215566,1604822353,47,196,3.814697265625E-06,False
11215567,1604822368,32,196,1.31130218505859E-05,False
11215568,1604822406,-6,196,0.300111532211304,True
11215569,1604822418,28782,197,0.05559778213501,False
11217700,1604851170,30,197,1.19209289550781E-05,False
11217701,1604851175,25,197,1.38282775878906E-05,False
11217702,1604851197,3,197,0.207395076751709,True
11217703,1604851200,28800,198,0.046480894088745,False
11219935,1604879953,47,198,1.33514404296875E-05,False
11219936,1604879960,40,198,1.40666961669922E-05,False
11219937,1604879983,17,198,1.40666961669922E-05,False
11219938,1604880008,28792,199,0.302612066268921,False
11222066,1604908766,34,199,1.28746032714844E-05,False
11222067,1604908776,24,199,1.38282775878906E-05,False
11222068,1604908780,20,199,1.33514404296875E-05,False
11222069,1604908804,28796,200,0.052923202514649,False
11224246,1604937582,18,200,1.35898590087891E-05,False
11224247,1604937590,10,200,0.239631414413452,True
11224248,1604937595,5,200,0.307326793670654,True
11224249,1604937600,28800,201,0.055362224578858,False
11226442,1604966367,33,201,4.29153442382813E-06,False
11226443,1604966369,31,201,4.29153442382813E-06,False
11226444,1604966399,1,201,0.20087718963623,True
11226445,1604966403,28797,202,0.062358379364014,False
11228632,1604995144,56,202,1.28746032714844E-05,False
11228633,1604995160,40,202,1.38282775878906E-05,False
11228634,1604995174,26,202,4.29153442382813E-06,False
11228635,1604995208,28792,203,0.05483603477478,False
11230719,1605023948,52,203,1.33514404296875E-05,False
11230720,1605023951,49,203,1.28746032714844E-05,False
11230721,1605023961,39,203,1.35898590087891E-05,False
11230722,1605024002,28798,204,0.052935838699341,False
11232894,1605052792,8,204,0.2438805103302,True
11232895,1605052795,5,204,0.305248737335205,True
11232896,1605052798,2,204,0.282118082046509,True
11232897,1605052815,28785,205,0.05550217628479,False
11235099,1605081540,60,205,1.43051147460938E-05,False
11235100,1605081580,20,205,1.26361846923828E-05,False
11235101,1605081585,15,205,1.38282775878906E-05,False
11235102,1605081617,28783,206,0.054964542388916,False
11237287,1605110379,21,206,1.33514404296875E-05,False
11237288,1605110381,19,206,1.28746032714844E-05,False
11237289,1605110410,-10,206,0.300763607025146,True
11237290,1605110419,28781,207,0.047197103500366,False
11239422,1605139112,88,207,1.35898590087891E-05,False
11239423,1605139145,55,207,1.26361846923828E-05,False
11239424,1605139156,44,207,1.33514404296875E-05,False
11239425,1605139220,28780,208,0.054465293884277,False
11241618,1605167981,19,208,1.26361846923828E-05,False
11241619,1605167984,16,208,1.45435333251953E-05,False
11241620,1605167989,11,208,0.246846437454224,True
11241621,1605168028,28772,209,0.054623365402222,False
11243726,1605196761,39,209,3.814697265625E-06,False
11243727,1605196774,26,209,1.26361846923828E-05,False
11243728,1605196777,23,209,1.31130218505859E-05,False
11243729,1605196807,28793,210,0.05475640296936,False
11245935,1605225543,57,210,1.52587890625E-05,False
11245936,1605225567,33,210,1.26361846923828E-05,False
11245937,1605225612,-12,210,0.303147554397583,True
11245938,1605225628,28772,211,0.056084394454956,False
11248156,1605254395,5,211,0.208974838256836,True
11248157,1605254420,-20,211,0.30978798866272,True
11248158,1605254423,-23,211,0.284797191619873,True
11248159,1605254433,28767,212,0.055243015289307,False
11250292,1605283155,45,212,3.33786010742187E-06,False
11250293,1605283158,42,212,1.09672546386719E-05,False
11250294,1605283162,38,212,1.31130218505859E-05,False
11250295,1605283210,28790,213,0.055780172348023,False
11252468,1605311953,47,213,1.28746032714844E-05,False
11252469,1605311957,43,213,1.38282775878906E-05,False
11252470,1605311981,19,213,1.33514404296875E-05,False
11252471,1605312019,28781,214,0.055357217788696,False
11254613,1605340750,50,214,1.26361846923828E-05,False
11254614,1605340773,27,214,1.28746032714844E-05,False
11254615,1605340787,13,214,0.216469526290894,True
11254616,1605340810,28790,215,0.050431966781616,False
11256761,1605369592,8,215,0.233478307723999,True
11256762,1605369598,2,215,0.282729148864746,True
11256763,1605369633,-33,215,0.27072262763977,True
11256764,1605369634,28766,216,0.046198129653931,False
11259010,1605398361,39,216,5.24520874023438E-06,False
11259011,1605398362,38,216,4.29153442382813E-06,False
11259012,1605398391,9,216,0.164533376693726,True
11259013,1605398408,28792,217,0.049583435058594,False
11261192,1605427144,56,217,1.45435333251953E-05,False
11261193,1605427171,29,217,1.21593475341797E-05,False
11261194,1605427194,6,217,0.194591045379639,True
11261195,1605427213,28787,218,0.045684337615967,False
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
11017962,1602201527,73,105,0.05001664161682129,False
11017963,1602201530,70,105,1.3113021850585938e-05,False
11017964,1602201605,-5,105,0.2774674892425537,True
11017965,1602201608,28792,106,0.055231332778930664,False
11020042,1602230373,27,106,1.3113021850585938e-05,False
11020043,1602230382,18,106,1.3113021850585938e-05,False
11020044,1602230408,-8,106,0.5095841884613037,True
11020045,1602230410,28790,107,0.055291175842285156,False
11022204,1602259197,3,107,0.23755621910095215,True
11022205,1602259210,-10,107,0.30199408531188965,True
11022206,1602259218,-18,107,0.2988858222961426,True
11022207,1602259235,28765,108,0.05542469024658203,False
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
11017962,1602201527,73,105,0.05701303482055664,False
11017963,1602201530,70,105,1.1444091796875e-05,False
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
11017962,1602201527,73,105,0.055957794189453125,False
11017963,1602201530,70,105,1.239776611328125e-05,False
blockNumber,blockTimestamp,timeLeft,epoch,tmDiff,oppDetected
11017962,1602201527,73,105,0.0541839599609375,False
11017963,1602201530,70,105,1.6689300537109375e-05,False
11017964,1602201605,-5,105,0.2886233329772949,True
11017965,1602201608,28792,106,0.05324745178222656,False
11020042,1602230373,27,106,1.1205673217773438e-05,False
11020043,1602230382,18,106,1.0967254638671875e-05,False
11020044,1602230408,-8,106,0.30166006088256836,True
11020045,1602230410,28790,107,0.052536725997924805,False
11022204,1602259197,3,107,0.21851420402526855,True
11022205,1602259210,-10,107,0.2627105712890625,True
