
1606018023,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8335000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023eddf148dcdba000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe5000000000000000000000000000000000000000000000000000000000000006400000000000000000000000000000000000000000000000002391e4878c62b6000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e4dc000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018025,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8335000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023eddf148dcdba000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe5000000000000000000000000000000000000000000000000000000000000006400000000000000000000000000000000000000000000000002391e4878c62b6000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e4dc000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018027,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8336000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e8bcf1a425f2000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238ccf88d32590000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e509000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018029,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8336000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e8bcf1a425f2000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238ccf88d32590000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e509000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018031,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8336000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e8bcf1a425f2000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238ccf88d32590000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e509000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018033,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8336000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e8bcf1a425f2000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238ccf88d32590000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e509000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018036,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8336000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e8bcf1a425f2000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238ccf88d32590000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e509000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018038,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8337000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e85947ea656e000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238c6cde3c8842000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e515000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018040,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac8337000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e85947ea656e000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238c6cde3c8842000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e515000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
1606018143,MSQT1,0000000000000000000000000000000000000000000000000000004d53515431000000000000000000000000CFb13c3248887Ab43d1777b63E57a84e8250A0330000000000000000000000000000000000000000000000000000000000ac833d000000000000000000000000000000000000000000000000000000000007a120000000000000000000000000000000000000000000000000023e438a1dfbe78000000000000000000000000000000000000000000000000000000000004554480000000000000000000000000000000000000000000000000000000000000002000000000000000000000000443D2f2755DB5942601fa062Cc248aAA153313D30000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000ea105ac70000000000000000000000007a250d5630B4cF539739dF2C5dAcb4c659F2488D0000000000000000000000000000000000000000000000000000000000061a80000000000000000000000000000000000000000000000000000000000000012418cbafe500000000000000000000000000000000000000000000000000000000000000640000000000000000000000000000000000000000000000000238856c9371b48000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000f451b59d6db7a6601b15d6250624db7329867bae000000000000000000000000000000000000000000000000000000005fb9e57f000000000000000000000000000000000000000000000000000000000000000300000000000000000000000036f3fd68e7325a35eb768f1aedaae9ea0689d723000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
