11302407,1605974152,1605974180.5205133,chainStack,True
11302407,1605974152,1605974181.3279529,infura,False
11302407,1605974152,1605974183.3284345,quickNode,False
11302407,1605974152,1605974184.2177052,alchemy,False
11302408,1605974178,1605974185.7484534,chainStack,True
11302408,1605974178,1605974188.256186,infura,False
11302408,1605974178,1605974189.0417368,quickNode,False
11302408,1605974178,1605974189.9902022,alchemy,False
11302409,1605974185,1605974194.0453167,chainStack,True
11302409,1605974185,1605974194.9695165,infura,False
11302409,1605974185,1605974197.2965472,alchemy,False
11302409,1605974185,1605974197.4467785,quickNode,False
11302410,1605974193,1605974202.2781897,chainStack,True
11302410,1605974193,1605974202.977227,infura,False
11302411,1605974201,1605974204.0013168,chainStack,True
11302411,1605974201,1605974204.2034981,infura,False
11302411,1605974201,1605974206.5389926,quickNode,True
11302412,1605974203,1605974206.5519948,infura,True
11302410,1605974193,1605974207.297535,alchemy,False
11302411,1605974201,1605974208.6688626,alchemy,False
11302813,1605979757,1605979766.440508,chainStack,True
11302813,1605979757,1605979767.8550406,infura,False
11302812,1605979754,1605979769.825992,quickNode,False
11302813,1605979757,1605979774.987723,alchemy,False
11302814,1605979766,1605979775.7945936,chainStack,True
11302814,1605979766,1605979777.8226542,infura,False
11302815,1605979775,1605979777.846552,chainStack,True
11302813,1605979757,1605979778.6922095,quickNode,False
11302815,1605979775,1605979779.5392318,infura,False
11302814,1605979766,1605979780.919022,quickNode,False
11302814,1605979766,1605979782.5238013,alchemy,False
11302815,1605979775,1605979785.7420661,quickNode,False
11302815,1605979775,1605979786.3825004,alchemy,False
11302816,1605979777,1605979787.1099622,chainStack,True
11302816,1605979777,1605979788.0701141,infura,False
11302816,1605979777,1605979790.059675,alchemy,False
11302817,1605979787,1605979790.5621827,chainStack,True
11302816,1605979777,1605979792.773476,quickNode,False
11302818,1605979790,1605979793.2146332,chainStack,True
11302817,1605979787,1605979794.7754972,infura,False
11302818,1605979790,1605979795.3651302,infura,False
11302817,1605979787,1605979795.993425,quickNode,False
11302817,1605979787,1605979797.2612615,alchemy,False
11302818,1605979790,1605979799.7704775,alchemy,False
11302818,1605979790,1605979805.0877903,quickNode,False
11302819,1605979792,1605979807.6272523,chainStack,True
11302819,1605979792,1605979808.9396126,infura,False
11302819,1605979792,1605979811.9713137,alchemy,False
11302819,1605979792,1605979814.4074717,quickNode,False
11302820,1605979807,1605979827.0907397,chainStack,True
11302821,1605979826,1605979828.7002747,chainStack,True
11302820,1605979807,1605979828.9146545,infura,False
11302821,1605979826,1605979829.501501,infura,False
11302820,1605979807,1605979829.9276884,alchemy,False
11302820,1605979807,1605979830.0941978,quickNode,False
11302821,1605979826,1605979830.979283,alchemy,False
11302822,1605979828,1605979833.300452,chainStack,True
