11302821,1605979826,1605979833.693137,quickNode,False
11302822,1605979828,1605979835.8711126,infura,False
11302822,1605979828,1605979843.032755,alchemy,False
11302822,1605979828,1605979844.299689,quickNode,False
11302823,1605979833,1605979851.9679894,chainStack,True
11302823,1605979833,1605979853.5538802,infura,False
11302823,1605979833,1605979854.0331812,alchemy,False
11302824,1605979851,1605979854.981532,chainStack,True
11302824,1605979851,1605979856.4518054,infura,False
11302823,1605979833,1605979858.1089232,quickNode,False
11302824,1605979851,1605979859.0283434,alchemy,False
11302909,1605980970,1605981014.7948694,chainStack,True
11302909,1605980970,1605981016.6123118,infura,False
11302909,1605980970,1605981018.4912171,alchemy,False
11302909,1605980970,1605981020.7300053,quickNode,False
11302910,1605981014,1605981021.95169,chainStack,True
11302910,1605981014,1605981023.305783,infura,False
11302910,1605981014,1605981026.7068868,alchemy,False
11302910,1605981014,1605981029.5891948,quickNode,False
11302911,1605981021,1605981090.7953744,chainStack,True
11302911,1605981021,1605981092.0215518,infura,False
11302911,1605981021,1605981096.072208,alchemy,False
11302912,1605981090,1605981096.231973,chainStack,True
11302913,1605981095,1605981098.2019212,chainStack,True
11302912,1605981090,1605981098.2359304,infura,False
11302911,1605981021,1605981099.3266413,quickNode,False
11302913,1605981095,1605981099.8153963,infura,False
11302912,1605981090,1605981100.3324223,quickNode,False
11302912,1605981090,1605981100.8004026,alchemy,False
11302913,1605981095,1605981105.4064574,alchemy,False
11302913,1605981095,1605981108.8535726,quickNode,False
11302914,1605981097,1605981112.2246165,chainStack,True
11302914,1605981097,1605981113.294834,infura,False
11303153,1605984146,1605984160.683442,chainStackAsia,True
11303154,1605984160,1605984183.7718651,chainStackAsia,True
11303154,1605984160,1605984184.095427,chainStackUsa,False
11303155,1605984183,1605984191.451489,chainStackAsia,True
11303155,1605984183,1605984191.723039,chainStackUsa,False
11303156,1605984191,1605984195.4079757,chainStackAsia,True
11303156,1605984191,1605984195.656626,chainStackUsa,False
11303157,1605984195,1605984210.3556008,chainStackAsia,True
11303157,1605984195,1605984210.8734303,chainStackUsa,False
11303158,1605984209,1605984238.0611532,chainStackAsia,True
11303158,1605984209,1605984238.1657035,chainStackUsa,False
11303159,1605984237,1605984249.799505,chainStackAsia,True
11303159,1605984237,1605984250.9752433,chainStackUsa,False
11303160,1605984249,1605984277.8940306,chainStackAsia,True
11303160,1605984249,1605984278.2059536,chainStackUsa,False
11303161,1605984277,1605984279.9872017,chainStackAsia,True
11303161,1605984277,1605984280.2729971,chainStackUsa,False
11303162,1605984279,1605984288.1067753,chainStackAsia,True
11303162,1605984279,1605984290.4637206,chainStackUsa,False
11303163,1605984287,1605984318.1033099,chainStackAsia,True
11303163,1605984287,1605984318.3041892,chainStackUsa,False
11303164,1605984317,1605984322.6532416,chainStackAsia,True
11303164,1605984317,1605984322.953394,chainStackUsa,False
11303165,1605984322,1605984341.349437,chainStackAsia,True
11303165,1605984322,1605984341.6868265,chainStackUsa,False
11303166,1605984340,1605984349.461639,chainStackAsia,True
11303166,1605984340,1605984349.981919,chainStackUsa,False
11303167,1605984348,1605984358.7003992,chainStackAsia,True
11303167,1605984348,1605984359.0137103,chainStackUsa,False
11303168,1605984358,1605984374.5803401,chainStackAsia,True
11303169,1605984374,1605984374.6114593,chainStackAsia,True
11303168,1605984358,1605984374.8832889,chainStackUsa,False
11303169,1605984374,1605984374.9282124,chainStackUsa,False
11303170,1605984375,1605984378.197564,chainStackAsia,True
11303170,1605984375,1605984378.4507182,chainStackUsa,False
11303171,1605984378,1605984391.624052,chainStackAsia,True
11303171,1605984378,1605984391.69796,chainStackUsa,False
11303172,1605984391,1605984394.8337877,chainStackAsia,True
11303172,1605984391,1605984394.9360461,chainStackUsa,False
11303173,1605984394,1605984423.2012582,chainStackAsia,True
11303173,1605984394,1605984423.6047285,chainStackUsa,False
11303174,1605984422,1605984429.8664742,chainStackAsia,True
11303174,1605984422,1605984430.260485,chainStackUsa,False
11303175,1605984429,1605984443.3652074,chainStackAsia,True
11303175,1605984429,1605984443.6221817,chainStackUsa,False
11303176,1605984443,1605984471.9729083,chainStackAsia,True
11303176,1605984443,1605984472.4395113,chainStackUsa,False
11303177,1605984471,1605984481.448564,chainStackAsia,True
11303177,1605984471,1605984481.6443377,chainStackUsa,False
11303178,1605984481,1605984486.7187133,chainStackAsia,True
11303178,1605984481,1605984486.9306202,chainStackUsa,False
11303179,1605984486,1605984488.1278672,chainStackAsia,True
11303179,1605984486,1605984488.613846,chainStackUsa,False
11303180,1605984487,1605984495.780627,chainStackAsia,True
11303180,1605984487,1605984498.3810055,chainStackUsa,False
11303181,1605984495,1605984511.5068731,chainStackAsia,True
11303181,1605984495,1605984513.3302233,chainStackUsa,False
11303182,1605984510,1605984548.92063,chainStackAsia,True
11303182,1605984510,1605984549.1700087,chainStackUsa,False
11303183,1605984548,1605984568.693148,chainStackAsia,True
11303183,1605984548,1605984568.8884494,chainStackUsa,False
